"Source_Plate","Location","Sample.NTC.Control","Treatment","Resident_Rhizobial_Level","Reaction.Mix","Year","Universal","G22","G24","G22_First_Correction","Universal_First_Correction","G24_First_Correction","dilution_number","dilution_factor","G22_Second_Correction","Universal_Second_Correction","G24_Second_Correction"
"Plate_1_1_23Mar2026","Carrington","PGCH_504 2025 -3 G22","G22","High","U_G24",2025,1990.7,NA,0,NA,15925.6,0,3,1000,NA,15925600,0
"Plate_1_1_23Mar2026","Carrington","NDCH_104 2025 -3 G22","G22","High","U_G24",2025,1217.6,NA,0.768,NA,9740.8,6.144,3,1000,NA,9740800,6144
"Plate_1_1_23Mar2026","Carrington","NDCH_303 2025 -3 Ino","G24","High","U_G24",2025,1203.3,NA,0.375,NA,9626.4,3,3,1000,NA,9626400,3000
"Plate_1_1_23Mar2026","Carrington","NDCH_503 2025 -3 Ino","G24","High","U_G24",2025,824.3,NA,0,NA,6594.4,0,3,1000,NA,6594400,0
"Plate_1_1_23Mar2026","Carrington","NDCH_504 2025 -3 G22","G22","High","U_G24",2025,651,NA,0,NA,5208,0,3,1000,NA,5208000,0
"Plate_1_1_23Mar2026","Carrington","NDCH_101 2025 -2 Uninoc","Uninoc","High","U_G24",2025,6475.6,NA,0,NA,51804.8,0,2,100,NA,5180480,0
"Plate_1_1_23Mar2026","Carrington","PGCL_206 2025 -2 Ino","G24","Low","U_G24",2025,12303.9,NA,248.1,NA,98431.2,1984.8,2,100,NA,9843120,198480
"Plate_1_1_23Mar2026","Carrington","AvCH_204 2025 -2 G22","G22","High","U_G24",2025,1448.9,NA,0,NA,11591.2,0,2,100,NA,1159120,0
"Plate_1_1_23Mar2026","Minot","NDMH_301 2025 -2 G22","G22","High","U_G24",2025,5741.6,NA,0,NA,45932.8,0,2,100,NA,4593280,0
"Plate_1_1_23Mar2026","Minot","NDML_103 2025 -2 G22","G22","Low","U_G24",2025,43.76,NA,0,NA,350.08,0,2,100,NA,35008,0
"Plate_1_1_23Mar2026","Minot","PGML_406 2025 -3 G22","G22","Low","U_G24",2025,317.3,NA,0,NA,2538.4,0,3,1000,NA,2538400,0
"Plate_1_1_23Mar2026","Minot","AvML_604 2025 -3 G22","G22","Low","U_G24",2025,1343,NA,0,NA,10744,0,3,1000,NA,10744000,0
"Plate_1_1_23Mar2026","Minot","PGML_505 2025 -3 G22","G22","Low","U_G24",2025,0,NA,0,NA,0,0,3,1000,NA,0,0
"Plate_1_1_23Mar2026","Minot","PGML_103 2025 -3 G22","G22","Low","U_G24",2025,346.5,NA,0.394,NA,2772,3.152,3,1000,NA,2772000,3152
"Plate_1_1_23Mar2026","Minot","AvML_406 2025 -1 G22","G22","Low","U_G24",2025,28682.1,NA,0.77,NA,229456.8,6.16,1,10,NA,2294568,61.6
"Plate_1_1_23Mar2026","Minot","AvML_301 2025 -3 G22","G22","Low","U_G24",2025,2625.4,NA,1.146,NA,21003.2,9.168,3,1000,NA,21003200,9168
"Plate_1_1_23Mar2026","Minot","AvML_505 2025 -4 G22","G22","Low","U_G24",2025,45.28,NA,0,NA,362.24,0,4,10000,NA,3622400,0
"Plate_1_1_23Mar2026","Carrington","AvCL_406 2025 -3 Ino","G24","Low","U_G24",2025,395.4,NA,0,NA,3163.2,0,3,1000,NA,3163200,0
"Plate_1_1_23Mar2026","Carrington","PGCL_103 2025 -3 Ino","G24","Low","U_G24",2025,1126.8,NA,72.38,NA,9014.4,579.04,3,1000,NA,9014400,579040
"Plate_1_1_23Mar2026","Minot","NDMH_202 2025 -2 G22","G22","High","U_G24",2025,2864.7,NA,0,NA,22917.6,0,2,100,NA,2291760,0
"Plate_1_1_23Mar2026","Minot","PGMH_301 2025 -2 G22","G22","High","U_G24",2025,1429.4,NA,0.386,NA,11435.2,3.088,2,100,NA,1143520,308.8
"Plate_1_1_23Mar2026","Minot","NDMH_103 2025 -2 G22","G22","High","U_G24",2025,2673.3,NA,0.398,NA,21386.4,3.184,2,100,NA,2138640,318.4
"Plate_1_1_23Mar2026","Minot","AvMH_103 2025 -3 G22","G22","High","U_G24",2025,569.3,NA,0,NA,4554.4,0,3,1000,NA,4554400,0
"Plate_1_1_23Mar2026","Minot","AvMH_505 2025 -2 G22","G22","High","U_G24",2025,2550.9,NA,0,NA,20407.2,0,2,100,NA,2040720,0
"Plate_1_1_23Mar2026","Minot","AvMH_202 2025 -3 G22","G22","High","U_G24",2025,2807.2,NA,0.397,NA,22457.6,3.176,3,1000,NA,22457600,3176
"Plate_1_1_23Mar2026","Minot","AvMH_604 2025 -3 G22","G22","High","U_G24",2025,790.7,NA,0.388,NA,6325.6,3.104,3,1000,NA,6325600,3104
"Plate_1_1_23Mar2026","Carrington","NDCL_406 2025 -2 Ino","G24","Low","U_G24",2025,14631.4,NA,0.39,NA,117051.2,3.12,2,100,NA,11705120,312
"Plate_1_1_23Mar2026","Minot","NDML_604 2025 -3 G22","G22","Low","U_G24",2025,974,NA,0.385,NA,7792,3.08,3,1000,NA,7792000,3080
"Plate_1_1_23Mar2026","Minot","NDMH_406 2025 -3 G22","G22","High","U_G24",2025,1169.2,NA,0,NA,9353.6,0,3,1000,NA,9353600,0
"Plate_1_1_23Mar2026","Minot","AvMH_406 2025 -3 G22","G22","High","U_G24",2025,1143.6,NA,0,NA,9148.8,0,3,1000,NA,9148800,0
"Plate_1_1_23Mar2026","Minot","PGML_604 2025 -3 G22","G22","Low","U_G24",2025,290.9,NA,0,NA,2327.2,0,3,1000,NA,2327200,0
"Plate_1_1_23Mar2026","Minot","AvMH_301 2025 -3 G22","G22","High","U_G24",2025,2492.4,NA,0,NA,19939.2,0,3,1000,NA,19939200,0
"Plate_1_1_23Mar2026","Carrington","NDCL_103 2025 -3 Ino","G24","Low","U_G24",2025,1440.6,NA,0.386,NA,11524.8,3.088,3,1000,NA,11524800,3088
"Plate_1_1_23Mar2026","Carrington","AvCL_103 2025 Ino","G24","Low","U_G24",2025,2787.5,NA,0.399,NA,22300,3.192,NA,NA,NA,NA,NA
"Plate_1_1_23Mar2026","Minot","PGMH_202 2025 -2 G22","G22","High","U_G24",2025,6276.1,NA,0,NA,50208.8,0,2,100,NA,5020880,0
"Plate_1_1_23Mar2026","Minot","NDMH_505 2025 -3 G22","G22","High","U_G24",2025,401.6,NA,0,NA,3212.8,0,3,1000,NA,3212800,0
"Plate_1_1_23Mar2026","Minot","PGMH_505 2025 -2 G22","G22","High","U_G24",2025,6779.9,NA,0.797,NA,54239.2,6.376,2,100,NA,5423920,637.6
"Plate_1_1_23Mar2026","Carrington","AvCH_103 2025 -3 Ino","G24","High","U_G24",2025,1187,NA,0,NA,9496,0,3,1000,NA,9496000,0
"Plate_1_1_23Mar2026","Minot","PGMH_604 2025 -3 G22","G22","High","U_G24",2025,1143.1,NA,0,NA,9144.8,0,3,1000,NA,9144800,0
"Plate_1_1_23Mar2026","Minot","AvML_103 2025 -3 G22","G22","Low","U_G24",2025,84.07,NA,0.386,NA,672.56,3.088,3,1000,NA,672560,3088
"Plate_1_1_23Mar2026","Minot","AvML_202 2025 -3 G22","G22","Low","U_G24",2025,8.425,NA,0,NA,67.4,0,3,1000,NA,67400,0
"Plate_1_1_23Mar2026","Carrington","AvCL_603 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,852.6,NA,0,NA,6820.8,0,3,1000,NA,6820800,0
"Plate_1_1_23Mar2026","Carrington","AvCL_504 2025 -3 G22","G22","Low","U_G24",2025,639.8,NA,0,NA,5118.4,0,3,1000,NA,5118400,0
"Plate_1_1_23Mar2026","Carrington","PGCL_603 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,9569.4,NA,0,NA,76555.2,0,3,1000,NA,76555200,0
"Plate_1_1_23Mar2026","Carrington","PGCL_504 2025 -3 G22","G22","Low","U_G24",2025,2015.9,NA,0,NA,16127.2,0,3,1000,NA,16127200,0
"Plate_1_1_23Mar2026","Carrington","PGCL_306 2025 -2 G22","G22","Low","U_G24",2025,25541.1,NA,3.907,NA,204328.8,31.256,2,100,NA,20432880,3125.6
"Plate_1_1_23Mar2026","Minot","NDMH_306 2025 -2 Ino","G24","High","U_G24",2025,2472.1,NA,1.992,NA,19776.8,15.936,2,100,NA,1977680,1593.6
"Plate_1_1_23Mar2026","Minot","AvMH_102 2025 -3 Ino","G24","High","U_G24",2025,809.1,NA,1.236,NA,6472.8,9.888,3,1000,NA,6472800,9888
"Plate_1_1_23Mar2026","Minot","PGMH_405 2025 -3 Ino","G24","High","U_G24",2025,2156.8,NA,0,NA,17254.4,0,3,1000,NA,17254400,0
"Plate_1_1_23Mar2026","Minot","PGMH_306 2025 -2 Ino","G24","High","U_G24",2025,19859,NA,2.35,NA,158872,18.8,2,100,NA,15887200,1880
"Plate_1_1_23Mar2026","Minot","PGMH_201 2025 -3 Ino","G24","High","U_G24",2025,812.5,NA,0.382,NA,6500,3.056,3,1000,NA,6500000,3056
"Plate_1_1_23Mar2026","Minot","AvMH_504 2025 -3 Ino","G24","High","U_G24",2025,374.2,NA,0,NA,2993.6,0,3,1000,NA,2993600,0
"Plate_1_1_23Mar2026","Minot","NDMH_102 2025 -2 Ino","G24","High","U_G24",2025,8274.8,NA,3.402,NA,66198.4,27.216,2,100,NA,6619840,2721.6
"Plate_1_1_23Mar2026","Minot","AvMH_201 2025 -3 Ino","G24","High","U_G24",2025,874.6,NA,36.28,NA,6996.8,290.24,3,1000,NA,6996800,290240
"Plate_1_1_23Mar2026","Minot","PGML_405 2025 -2 Ino","G24","Low","U_G24",2025,6845.2,NA,353.6,NA,54761.6,2828.8,2,100,NA,5476160,282880
"Plate_1_1_23Mar2026","Carrington","NDCL_603 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,2074.8,NA,2.665,NA,16598.4,21.32,3,1000,NA,16598400,21320
"Plate_1_1_23Mar2026","Minot","NDML_405 2025 -2 Ino","G24","Low","U_G24",2025,10307.6,NA,9722.6,NA,82460.8,77780.8,2,100,NA,8246080,7778080
"Plate_1_1_23Mar2026","Minot","NDML_504 2025 -3 Ino","G24","Low","U_G24",2025,6500.9,NA,2427.2,NA,52007.2,19417.6,3,1000,NA,52007200,19417600
"Plate_1_1_23Mar2026","Minot","NDML_603 2025 -3 Ino","G24","Low","U_G24",2025,7041.2,NA,4616.7,NA,56329.6,36933.6,3,1000,NA,56329600,36933600
"Plate_1_1_23Mar2026","Carrington","NDCH_603 2025 -3 Uninoc","Uninoc","High","U_G24",2025,993.1,NA,0,NA,7944.8,0,3,1000,NA,7944800,0
"Plate_1_1_23Mar2026","Minot","AvMH_405 2025 -3 Ino","G24","High","U_G24",2025,1770.5,NA,30.63,NA,14164,245.04,3,1000,NA,14164000,245040
"Plate_1_1_23Mar2026","Minot","AvMH_603 2025 -3 Ino","G24","High","U_G24",2025,1198.9,NA,796.4,NA,9591.2,6371.2,3,1000,NA,9591200,6371200
"Plate_1_1_23Mar2026","Minot","AvMH_306 2025 -3 Ino","G24","High","U_G24",2025,1386.3,NA,119.7,NA,11090.4,957.6,3,1000,NA,11090400,957600
"Plate_1_1_23Mar2026","Minot","PGML_603 2025 -2 Ino","G24","Low","U_G24",2025,8620.9,NA,3169.3,NA,68967.2,25354.4,2,100,NA,6896720,2535440
"Plate_1_1_23Mar2026","Minot","NDMH_603 2025 -2 Ino","G24","High","U_G24",2025,6695.2,NA,18.61,NA,53561.6,148.88,2,100,NA,5356160,14888
"Plate_1_1_23Mar2026","Minot","NDMH_405 2025 -3 Ino","G24","High","U_G24",2025,1176.1,NA,7.085,NA,9408.8,56.68,3,1000,NA,9408800,56680
"Plate_1_1_23Mar2026","Carrington","AvCL_306 2025 -3 G22","G22","Low","U_G24",2025,583.8,NA,1.455,NA,4670.4,11.64,3,1000,NA,4670400,11640
"Plate_1_1_23Mar2026","Carrington","NDCL_306 2025 -3 G22","G22","Low","U_G24",2025,1738.6,NA,3.665,NA,13908.8,29.32,3,1000,NA,13908800,29320
"Plate_1_1_23Mar2026","Minot","PGML_102 2025 -1 Ino","G24","Low","U_G24",2025,NA,NA,547.4,NA,NA,4379.2,1,10,NA,NA,43792
"Plate_1_1_23Mar2026","Minot","PGML_102 2025 -2 Ino","G24","Low","U_G24",2025,28075.5,NA,41.7,NA,224604,333.6,2,100,NA,22460400,33360
"Plate_1_1_23Mar2026","Carrington","NDCL_504 2025 -3 G22","G22","Low","U_G24",2025,1681.9,NA,2.603,NA,13455.2,20.824,3,1000,NA,13455200,20824
"Plate_1_1_23Mar2026","Minot","NDML_306 2025 -3 Ino","G24","Low","U_G24",2025,5744.9,NA,627.9,NA,45959.2,5023.2,3,1000,NA,45959200,5023200
"Plate_1_1_23Mar2026","Minot","NDMH_201 2025 -3 Ino","G24","High","U_G24",2025,1235.1,NA,0,NA,9880.8,0,3,1000,NA,9880800,0
"Plate_1_1_23Mar2026",NA,"G24 gDNA -2","G24",NA,"U_G24",NA,256.1,NA,267.6,NA,2048.8,2140.8,NA,NA,NA,NA,NA
"Plate_1_1_23Mar2026",NA,"3841_G24 -2","G24",NA,"U_G24",2025,1083.1,NA,778.5,NA,8664.8,6228,NA,NA,NA,NA,NA
"Plate_2_2_24Mar2026","Minot","AvML_603 2025 -2 Ino","G24","Low","U_G24",2025,24966.8,NA,11452.3,NA,199734.4,91618.4,2,100,NA,19973440,9161840
"Plate_2_2_24Mar2026","Minot","AvML_306 2025 -2 Ino","G24","Low","U_G24",2025,17888.3,NA,13912.6,NA,143106.4,111300.8,2,100,NA,14310640,11130080
"Plate_2_2_24Mar2026","Minot","NDML_102 2025 -2 Ino","G24","Low","U_G24",2025,674.7,NA,527.2,NA,5397.6,4217.6,2,100,NA,539760,421760
"Plate_2_2_24Mar2026","Minot","AvML_405 2025 -2 Ino","G24","Low","U_G24",2025,6971.2,NA,7793,NA,55769.6,62344,2,100,NA,5576960,6234400
"Plate_2_2_24Mar2026","Minot","PGML_201 2025 -2 Ino","G24","Low","U_G24",2025,897.2,NA,87.09,NA,7177.6,696.72,2,100,NA,717760,69672
"Plate_2_2_24Mar2026","Minot","PGML_306 2025 -2 Ino","G24","Low","U_G24",2025,1631.2,NA,194.3,NA,13049.6,1554.4,2,100,NA,1304960,155440
"Plate_2_2_24Mar2026","Minot","PGML_504 2025 -2 Ino","G24","Low","U_G24",2025,433.5,NA,183.5,NA,3468,1468,2,100,NA,346800,146800
"Plate_2_2_24Mar2026","Minot","NDMH_504 2025 -2 Ino","G24","High","U_G24",2025,3153.9,NA,4.103,NA,25231.2,32.824,2,100,NA,2523120,3282.4
"Plate_2_2_24Mar2026","Minot","AvML_102 2025 -2 Ino","G24","Low","U_G24",2025,1268.9,NA,1502.1,NA,10151.2,12016.8,2,100,NA,1015120,1201680
"Plate_2_2_24Mar2026","Minot","AvML_201 2025 -2 Ino","G24","Low","U_G24",2025,663.3,NA,697.7,NA,5306.4,5581.6,2,100,NA,530640,558160
"Plate_2_2_24Mar2026","Minot","PGMH_603 2025 -2 Ino","G24","High","U_G24",2025,1151.8,NA,803.2,NA,9214.4,6425.6,2,100,NA,921440,642560
"Plate_2_2_24Mar2026","Minot","PGMH_504 2025  -3 Ino","G24","High","U_G24",2025,950.5,NA,718.6,NA,7604,5748.8,3,1000,NA,7604000,5748800
"Plate_2_2_24Mar2026","Carrington","PGCH_603 2025 -3 Uninoc","Uninoc","High","U_G24",2025,2300.9,NA,6.187,NA,18407.2,49.496,3,1000,NA,18407200,49496
"Plate_2_2_24Mar2026","Carrington","PGCH_303 2025 -3 Ino","G24","High","U_G24",2025,585.9,NA,0,NA,4687.2,0,3,1000,NA,4687200,0
"Plate_2_2_24Mar2026","Carrington","NDCH_103 2025 -3 Ino","G24","High","U_G24",2025,1621.9,NA,1.861,NA,12975.2,14.888,3,1000,NA,12975200,14888
"Plate_2_2_24Mar2026","Carrington","NDCH_206 2025 -3 Ino","G24","High","U_G24",2025,1115.3,NA,0.757,NA,8922.4,6.056,3,1000,NA,8922400,6056
"Plate_2_2_24Mar2026","Carrington","NDCH_406 2025 -3 Ino","G24","High","U_G24",2025,553.1,NA,0.404,NA,4424.8,3.232,3,1000,NA,4424800,3232
"Plate_2_2_24Mar2026","Carrington","PGCH_206 2025 -3 Ino","G24","High","U_G24",2025,1065.7,NA,20.81,NA,8525.6,166.48,3,1000,NA,8525600,166480
"Plate_2_2_24Mar2026","Minot","NDML_301 2025 -1 G22","G22","Low","U_G24",2025,3989,NA,0,NA,31912,0,1,10,NA,319120,0
"Plate_2_2_24Mar2026","Minot","NDML_505 2025 -1 G22","G22","Low","U_G24",2025,648.2,NA,0.791,NA,5185.6,6.328,1,10,NA,51856,63.28
"Plate_2_2_24Mar2026","Minot","NDML_406 2025 -1 G22","G22","Low","U_G24",2025,790.2,NA,0,NA,6321.6,0,1,10,NA,63216,0
"Plate_2_2_24Mar2026","Minot","PGML_202 2025 -3 G22","G22","Low","U_G24",2025,17527.7,NA,0.374,NA,140221.6,2.992,3,1000,NA,140221600,2992
"Plate_2_2_24Mar2026","Carrington","PGCL_406 2025 -3 Ino","G24","Low","U_G24",2025,2782.7,NA,0.754,NA,22261.6,6.032,3,1000,NA,22261600,6032
"Plate_2_2_24Mar2026","Minot","PGMH_406 2025 -2 G22","G22","High","U_G24",2025,10736.7,NA,3.323,NA,85893.6,26.584,2,100,NA,8589360,2658.4
"Plate_2_2_24Mar2026","Minot","NDMH_604 2025 -1 G22","G22","High","U_G24",2025,100.1,NA,0,NA,800.8,0,1,10,NA,8008,0
"Plate_2_2_24Mar2026","Carrington","PGCH_306 2025 -3 G22","G22","High","U_G24",2025,4.56,NA,0,NA,36.48,0,3,1000,NA,36480,0
"Plate_2_2_24Mar2026","Carrington","PGCH_104 2025 -3 G22","G22","High","U_G24",2025,856.3,NA,0,NA,6850.4,0,3,1000,NA,6850400,0
"Plate_2_2_24Mar2026","Carrington","NDCH_306 2025 -3 G22","G22","High","U_G24",2025,485.5,NA,0,NA,3884,0,3,1000,NA,3884000,0
"Plate_2_2_24Mar2026","Carrington","NDCH_404 2025 -3 G22","G22","High","U_G24",2025,654.8,NA,0,NA,5238.4,0,3,1000,NA,5238400,0
"Plate_2_2_24Mar2026","Carrington","NDCH_305 2025 -3 Uninoc","Uninoc","High","U_G24",2025,628.6,NA,0.394,NA,5028.8,3.152,3,1000,NA,5028800,3152
"Plate_2_2_24Mar2026","Carrington","NDCH_401 2025 -3 Uninoc","Uninoc","High","U_G24",2025,2775.1,NA,0,NA,22200.8,0,3,1000,NA,22200800,0
"Plate_2_2_24Mar2026","Carrington","PGCL_303 2025 -1 Ino","G24","Low","U_G24",2025,25689.4,NA,NA,NA,205515.2,NA,1,10,NA,2055152,NA
"Plate_2_2_24Mar2026","Carrington","PGCH_305 2025 -3 Uninoc","Uninoc","High","U_G24",2025,1140.8,NA,1.157,NA,9126.4,9.256,3,1000,NA,9126400,9256
"Plate_2_2_24Mar2026","Carrington","AvCL_502 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,507.6,NA,0.382,NA,4060.8,3.056,3,1000,NA,4060800,3056
"Plate_2_2_24Mar2026","Carrington","AvCL_601 2025 -3 G22","G22","Low","U_G24",2025,1180.6,NA,0,NA,9444.8,0,3,1000,NA,9444800,0
"Plate_2_2_24Mar2026","Carrington","PGCL_601 2025 -3 G22","G22","Low","U_G24",2025,1143.2,NA,0,NA,9145.6,0,3,1000,NA,9145600,0
"Plate_2_2_24Mar2026","Carrington","AvCL_605 2025 -3 Ino","G24","Low","U_G24",2025,277.1,NA,0,NA,2216.8,0,3,1000,NA,2216800,0
"Plate_2_2_24Mar2026","Carrington","PGCH_204 2025  -3 G22","G22","High","U_G24",2025,833.1,NA,0,NA,6664.8,0,3,1000,NA,6664800,0
"Plate_2_2_24Mar2026","Carrington","PGCH_605 2025 -3 Ino","G24","High","U_G24",2025,1231.9,NA,0,NA,9855.2,0,3,1000,NA,9855200,0
"Plate_2_2_24Mar2026","Carrington","PGCL_104 2025 -3 G22","G22","Low","U_G24",2025,3977,NA,0.797,NA,31816,6.376,3,1000,NA,31816000,6376
"Plate_2_2_24Mar2026","Carrington","NDCL_104 2025 -3 G22","G22","Low","U_G24",2025,1343.9,NA,0.397,NA,10751.2,3.176,3,1000,NA,10751200,3176
"Plate_2_2_24Mar2026","Carrington","NDCL_401 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,887.8,NA,0,NA,7102.4,0,3,1000,NA,7102400,0
"Plate_2_2_24Mar2026","Carrington","NDCL_204 2025 -3 G22","G22","Low","U_G24",2025,4273.3,NA,0,NA,34186.4,0,3,1000,NA,34186400,0
"Plate_2_2_24Mar2026","Carrington","AvCL_401 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,315.3,NA,0,NA,2522.4,0,3,1000,NA,2522400,0
"Plate_2_2_24Mar2026","Carrington","AvCH_104 2025 -3 G22","G22","High","U_G24",2025,417.6,NA,0.39,NA,3340.8,3.12,3,1000,NA,3340800,3120
"Plate_2_2_24Mar2026","Carrington","NDCH_601 2025 -3 G22","G22","High","U_G24",2025,3283.1,NA,1.154,NA,26264.8,9.232,3,1000,NA,26264800,9232
"Plate_2_2_24Mar2026","Carrington","NDCL_605 2025 -3 Ino","G24","Low","U_G24",2025,4140.9,NA,103.8,NA,33127.2,830.4,3,1000,NA,33127200,830400
"Plate_2_2_24Mar2026","Carrington","NDCL_601 2025 -3 G22","G22","Low","U_G24",2025,3620.3,NA,0,NA,28962.4,0,3,1000,NA,28962400,0
"Plate_2_2_24Mar2026","Carrington","NDCH_605 2025 -3 Ino","G24","High","U_G24",2025,2724,NA,0,NA,21792,0,3,1000,NA,21792000,0
"Plate_2_2_24Mar2026","Carrington","AvCL_104 2025 -3 G22","G22","Low","U_G24",2025,6746.4,NA,0,NA,53971.2,0,3,1000,NA,53971200,0
"Plate_2_2_24Mar2026","Carrington","AvCL_204 2025 -3 G22","G22","Low","U_G24",2025,690.2,NA,0,NA,5521.6,0,3,1000,NA,5521600,0
"Plate_2_2_24Mar2026","Minot","PGML_301 2025 -2 G22","G22","Low","U_G24",2025,12233.8,NA,1.204,NA,97870.4,9.632,2,100,NA,9787040,963.2
"Plate_2_2_24Mar2026","Minot","NDMH_503 2025 -2 Uninoc","Uninoc","High","U_G24",2025,4157.5,NA,0.781,NA,33260,6.248,2,100,NA,3326000,624.8
"Plate_2_2_24Mar2026","Minot","AvML_602 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,74.67,NA,0.406,NA,597.36,3.248,3,1000,NA,597360,3248
"Plate_2_2_24Mar2026","Carrington","AvCL_404 2025 -3 G22","G22","Low","U_G24",2025,1956.3,NA,0,NA,15650.4,0,3,1000,NA,15650400,0
"Plate_2_2_24Mar2026","Carrington","AvCL_205 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,35.86,NA,0.392,NA,286.88,3.136,3,1000,NA,286880,3136
"Plate_2_2_24Mar2026","Carrington","PGCH_601 2025 -3 G22","G22","High","U_G24",2025,1206.1,NA,3.075,NA,9648.8,24.6,3,1000,NA,9648800,24600
"Plate_2_2_24Mar2026","Carrington","PGCH_406 2025 -3 Ino","G24","High","U_G24",2025,2404.1,NA,29.83,NA,19232.8,238.64,3,1000,NA,19232800,238640
"Plate_2_2_24Mar2026","Carrington","PGCH_306_2 2025 -3 G22","G22","High","U_G24",2025,951.3,NA,1.505,NA,7610.4,12.04,3,1000,NA,7610400,12040
"Plate_2_2_24Mar2026","Carrington","AvCL_305 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,1076.5,NA,1.467,NA,8612,11.736,3,1000,NA,8612000,11736
"Plate_2_2_24Mar2026","Carrington","AvCL_503 2025 -3 Ino","G24","Low","U_G24",2025,287.2,NA,0,NA,2297.6,0,3,1000,NA,2297600,0
"Plate_2_2_24Mar2026","Minot","AvMH_101 2025 -3 Uninoc","Uninoc","High","U_G24",2025,685.2,NA,0,NA,5481.6,0,3,1000,NA,5481600,0
"Plate_2_2_24Mar2026","Minot","AvMH_206 2025 -3 Uninoc","Uninoc","High","U_G24",2025,705.8,NA,0.787,NA,5646.4,6.296,3,1000,NA,5646400,6296
"Plate_2_2_24Mar2026","Minot","AvMH_305 2025 -3 Uninoc","Uninoc","High","U_G24",2025,1445.8,NA,1.17,NA,11566.4,9.36,3,1000,NA,11566400,9360
"Plate_2_2_24Mar2026","Minot","AvMH_404 2025 -3 Uninoc","Uninoc","High","U_G24",2025,2287.2,NA,1.194,NA,18297.6,9.552,3,1000,NA,18297600,9552
"Plate_2_2_24Mar2026","Minot","AvMH_503 2025 -3 Uninoc","Uninoc","High","U_G24",2025,391.4,NA,0,NA,3131.2,0,3,1000,NA,3131200,0
"Plate_2_2_24Mar2026","Minot","AvMH_602 2025 -3 Uninoc","Uninoc","High","U_G24",2025,1095.8,NA,0.79,NA,8766.4,6.32,3,1000,NA,8766400,6320
"Plate_2_2_24Mar2026","Minot","AvML_305 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,2629.7,NA,0,NA,21037.6,0,3,1000,NA,21037600,0
"Plate_2_2_24Mar2026","Minot","AvML_404 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,879.2,NA,0.382,NA,7033.6,3.056,3,1000,NA,7033600,3056
"Plate_2_2_24Mar2026","Minot","AvML_503 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,5704.7,NA,6.825,NA,45637.6,54.6,2,100,NA,4563760,5460
"Plate_2_2_24Mar2026","Carrington","NDCL_503 2025 -3 Ino","G24","Low","U_G24",2025,4412.8,NA,1.129,NA,35302.4,9.032,3,1000,NA,35302400,9032
"Plate_2_2_24Mar2026","Carrington","NDCL_101 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,7476.6,NA,0.739,NA,59812.8,5.912,3,1000,NA,59812800,5912
"Plate_2_2_24Mar2026","Carrington","NDCL_206 2025 -3 Ino","G24","Low","U_G24",2025,2390.5,NA,0,NA,19124,0,3,1000,NA,19124000,0
"Plate_2_2_24Mar2026","Carrington","NDCL_305 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,703.2,NA,0,NA,5625.6,0,3,1000,NA,5625600,0
"Plate_2_2_24Mar2026","Carrington","NDCL_404 2025 -3 G22","G22","Low","U_G24",2025,1028.9,NA,0.758,NA,8231.2,6.064,3,1000,NA,8231200,6064
"Plate_2_2_24Mar2026","Minot","NDMH_101 2025 -2 Uninoc","Uninoc","High","U_G24",2025,6867.3,NA,6.167,NA,54938.4,49.336,2,100,NA,5493840,4933.6
"Plate_2_2_24Mar2026","Minot","NDMH_206 2025 -3 Uninoc","Uninoc","High","U_G24",2025,206.8,NA,1.918,NA,1654.4,15.344,3,1000,NA,1654400,15344
"Plate_2_2_24Mar2026","Minot","NDMH_305 2025 -2 Uninoc","Uninoc","High","U_G24",2025,4761.8,NA,1.92,NA,38094.4,15.36,2,100,NA,3809440,1536
"Plate_2_2_24Mar2026","Minot","NDMH_404 2025 -3 Uninoc","Uninoc","High","U_G24",2025,1071.1,NA,0,NA,8568.8,0,3,1000,NA,8568800,0
"Plate_2_2_24Mar2026","Minot","NDML_503 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,1974.8,NA,1.14,NA,15798.4,9.12,3,1000,NA,15798400,9120
"Plate_2_2_24Mar2026","Minot","NDML_602 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,1497.6,NA,0.379,NA,11980.8,3.032,3,1000,NA,11980800,3032
"Plate_2_2_24Mar2026","Minot","NDML_101 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,84.62,NA,0.398,NA,676.96,3.184,3,1000,NA,676960,3184
"Plate_2_2_24Mar2026","Minot","NDML_305 2025 -3 Uninoc","Uninoc","Low","U_G24",2025,2441.8,NA,0.379,NA,19534.4,3.032,3,1000,NA,19534400,3032
